'Elapsed time','EMG'
'seconds','mV'
3.831,0.168
3.832,0.167
3.832,0.172
3.832,0.172
3.832,0.180
3.833,0.180
3.833,0.215
3.833,0.217
3.833,0.280
3.833,0.290
3.834,0.103
3.834,0.060
3.834,0.548
3.834,0.550
3.835,0.177
3.835,0.288
3.835,0.038
3.836,0.025
3.836,-0.105
3.836,-0.107
3.836,-0.058
3.837,-0.055
3.837,0.005
3.837,0.007
3.837,0.047
3.837,0.048
3.838,0.085
3.838,0.077
3.838,-0.025
3.838,-0.030
3.839,-0.057
3.839,-0.037
3.839,0.008
3.840,0.010
3.840,0.030
3.840,0.033
3.840,0.030
3.841,0.032
3.841,0.050
3.841,0.047
3.841,-0.050
3.841,-0.057
3.842,-0.100
3.842,-0.062
3.842,0.097
3.842,0.102
3.843,0.177
3.843,0.178
3.843,0.167
3.844,0.165
3.844,0.138
3.844,0.137
3.844,0.117
3.845,0.115
3.845,0.107
3.845,0.107
3.845,0.090
3.845,0.090
3.846,0.073
3.846,0.072
3.846,0.057
3.846,0.058
3.847,0.055
3.847,0.053
3.847,0.057
3.848,0.057
3.848,0.062
3.848,0.062
3.848,0.058
3.849,0.060
3.849,0.063
3.849,0.060
3.849,0.057
3.849,0.057
3.850,0.050
3.850,0.050
3.850,0.043
3.850,0.043
3.851,0.038
3.851,0.038
3.851,0.032
3.852,0.032
3.852,0.023
3.852,0.023
3.852,0.017
3.853,0.015
3.853,0.013
3.853,0.013
3.853,0.010
3.853,0.007
3.854,0.015
3.854,0.015
3.854,0.033
3.854,0.033
3.855,0.045
3.855,0.045
3.855,0.050
3.856,0.052
3.856,0.055
3.856,0.053
3.856,0.062
3.857,0.063
3.857,0.080
3.857,0.080
3.857,0.102
3.857,0.103
3.858,0.135
3.858,0.137
3.858,0.195
3.858,0.197
3.859,0.257
3.859,0.260
3.859,0.308
3.860,0.310
3.860,0.607
3.860,0.613
3.860,1.000
3.861,1.005
3.861,0.840
3.861,0.830
3.861,0.512
3.861,0.498
3.862,0.188
3.862,0.177
3.862,-0.048
3.862,-0.055
3.863,-0.198
3.863,-0.203
3.863,-0.297
3.864,-0.300
3.864,-0.348
3.864,-0.350
3.864,-0.370
3.865,-0.368
3.865,-0.372
3.865,-0.370
3.865,-0.355
3.865,-0.355
3.866,-0.335
3.866,-0.333
3.866,-0.322
3.866,-0.327
3.867,-0.388
3.867,-0.393
3.867,-0.507
3.868,-0.508
3.868,-0.390
3.868,-0.382
3.868,-0.213
3.869,-0.208
3.869,-0.097
3.869,-0.093
3.869,-0.062
3.869,-0.060
3.870,-0.073
3.870,-0.073
3.870,-0.092
3.870,-0.092
3.871,-0.105
3.871,-0.105
3.871,-0.122
3.872,-0.123
3.872,-0.133
3.872,-0.133
3.872,-0.138
3.873,-0.138
3.873,-0.132
3.873,-0.132
3.873,-0.118
3.873,-0.118
3.874,-0.108
3.874,-0.108
3.874,-0.105
3.874,-0.108
3.875,-0.120
3.875,-0.120
3.875,-0.135
3.876,-0.137
3.876,-0.143
3.876,-0.143
3.876,-0.140
3.877,-0.140
3.877,-0.132
3.877,-0.132
3.877,-0.117
3.877,-0.115
3.878,-0.098
3.878,-0.097
3.878,-0.088
3.878,-0.092
3.879,-0.087
3.879,-0.088
3.879,-0.092
3.880,-0.088
3.880,-0.092
3.880,-0.092
3.880,-0.088
3.881,-0.090
3.881,-0.087
3.881,-0.088
3.881,-0.083
3.881,-0.083
3.882,-0.088
3.882,-0.088
3.882,-0.092
3.882,-0.090
3.883,-0.093
3.883,-0.095
3.883,-0.093
3.884,-0.093
3.884,-0.097
3.884,-0.095
3.884,-0.092
3.885,-0.092
3.885,-0.095
3.885,-0.092
3.885,-0.093
3.885,-0.092
3.886,-0.090
3.886,-0.092
3.886,-0.093
3.886,-0.093
3.887,-0.092
3.887,-0.092
3.887,-0.093
3.888,-0.092
3.888,-0.090
3.888,-0.092
3.888,-0.088
3.889,-0.092
3.889,-0.087
3.889,-0.087
3.889,-0.088
3.889,-0.087
3.890,-0.090
3.890,-0.087
3.890,-0.092
3.890,-0.092
3.891,-0.100
3.891,-0.098
3.891,-0.100
3.892,-0.098
3.892,-0.100
3.892,-0.097
3.892,-0.093
3.893,-0.093
3.893,-0.085
3.893,-0.085
3.893,-0.077
3.893,-0.077
3.894,-0.073
3.894,-0.075
3.894,-0.070
3.894,-0.072
3.895,-0.067
3.895,-0.070
3.895,-0.065
3.896,-0.063
3.896,-0.058
3.896,-0.060
3.896,-0.053
3.897,-0.052
3.897,-0.045
3.897,-0.045
3.897,-0.047
3.897,-0.047
3.898,-0.043
3.898,-0.047
3.898,-0.048
3.898,-0.047
3.899,-0.042
3.899,-0.042
3.899,-0.035
3.900,-0.035
3.900,-0.028
3.900,-0.030
3.900,-0.022
3.901,-0.022
3.901,-0.015
3.901,-0.015
3.901,-0.008
3.901,-0.010
3.902,-0.012
3.902,-0.012
3.902,-0.018
3.902,-0.017
3.903,-0.025
3.903,-0.025
3.903,-0.020
3.904,-0.020
3.904,-0.010
3.904,-0.010
3.904,-0.002
3.905,-0.002
3.905,0.005
3.905,0.005
3.905,0.012
3.905,0.010
3.906,0.015
3.906,0.015
3.906,0.017
3.906,0.018
3.907,0.022
3.907,0.022
3.907,0.027
3.908,0.027
3.908,0.032
3.908,0.030
3.908,0.033
3.909,0.032
3.909,0.037
3.909,0.033
3.909,0.037
3.909,0.037
3.910,0.033
3.910,0.033
3.910,0.032
3.910,0.033
3.911,0.038
3.911,0.038
3.911,0.048
3.912,0.048
3.912,0.058
3.912,0.058
3.912,0.067
3.913,0.068
3.913,0.058
3.913,0.058
3.913,0.017
3.913,0.015
3.914,-0.025
3.914,-0.028
3.914,0.000
3.914,0.002
3.915,0.107
3.915,0.112
3.915,0.163
3.916,0.162
3.916,0.167
3.916,0.165
3.916,0.167
3.917,0.165
3.917,0.137
3.917,0.133
3.917,0.090
3.917,0.088
3.918,0.080
3.918,0.080
3.918,0.075
3.918,0.077
3.919,0.083
3.919,0.085
3.919,0.102
3.920,0.102
3.920,0.108
3.920,0.108
3.920,0.113
3.921,0.113
3.921,0.108
3.921,0.108
3.921,0.103
3.921,0.103
3.922,0.108
3.922,0.108
3.922,0.107
3.922,0.110
3.923,0.107
3.923,0.108
3.923,0.122
3.924,0.122
3.924,0.132
3.924,0.133
3.924,0.143
3.925,0.145
3.925,0.155
3.925,0.155
3.925,0.160
3.925,0.160
3.926,0.165
3.926,0.165
3.926,0.173
3.926,0.172
3.927,0.175
3.927,0.175
3.927,0.185
3.928,0.185
3.928,0.213
3.928,0.215
3.928,0.283
3.929,0.317
3.929,0.175
3.929,0.108
3.929,0.525
3.929,0.547
3.930,0.168
3.930,0.250
3.930,0.005
3.930,-0.005
3.931,-0.122
3.931,-0.123
3.931,-0.055
3.932,-0.050
3.932,0.032
3.932,0.035
3.932,0.098
3.933,0.102
3.933,0.152
3.933,0.153
3.933,0.175
3.933,0.172
3.934,0.058
3.934,0.058
3.934,0.097
3.934,0.098
3.935,0.135
3.935,0.135
3.935,0.148
3.936,0.150
3.936,0.152
3.936,0.152
3.936,0.150
3.937,0.150
3.937,0.152
3.937,0.150
3.937,0.153
3.938,0.152
3.938,0.153
3.938,0.152
3.938,0.155
3.938,0.157
3.939,0.153
3.939,0.153
3.939,0.157
3.939,0.157
3.940,0.155
3.940,0.155
3.940,0.148
3.941,0.147
3.941,0.140
3.941,0.140
3.941,0.137
3.942,0.138
3.942,0.142
3.942,0.142
3.942,0.138
3.942,0.138
3.943,0.135
3.943,0.138
3.943,0.140
3.943,0.140
3.944,0.142
3.944,0.140
3.944,0.147
3.945,0.147
3.945,0.155
3.945,0.155
3.945,0.163
3.946,0.163
3.946,0.170
3.946,0.170
3.946,0.187
3.946,0.187
3.947,0.193
3.947,0.193
3.947,0.185
3.947,0.185
3.948,0.173
3.948,0.173
3.948,0.167
3.949,0.167
3.949,0.162
3.949,0.163
3.949,0.165
3.950,0.165
3.950,0.163
3.950,0.163
3.950,0.160
3.950,0.160
3.951,0.157
3.951,0.158
3.951,0.155
3.951,0.155
3.952,0.150
3.952,0.150
3.952,0.147
3.953,0.148
3.953,0.143
3.953,0.145
3.953,0.142
3.954,0.140
3.954,0.143
3.954,0.142
3.954,0.135
3.954,0.135
3.955,0.128
3.955,0.130
3.955,0.115
3.955,0.115
3.956,0.107
3.956,0.105
3.956,0.005
3.957,0.000
3.957,-0.048
3.957,-0.032
3.957,0.103
3.958,0.108
3.958,0.195
3.958,0.197
3.958,0.203
3.958,0.195
3.959,0.168
3.959,0.167
3.959,0.148
3.959,0.148
3.960,0.138
3.960,0.138
3.960,0.132
3.961,0.133
3.961,0.125
3.961,0.127
3.961,0.117
3.962,0.115
3.962,0.047
3.962,0.042
3.962,-0.088
3.962,-0.093
3.963,-0.123
3.963,-0.093
3.963,0.075
3.963,0.082
3.964,0.187
3.964,0.190
3.964,0.217
3.965,0.208
3.965,0.172
3.965,0.170
3.965,0.132
3.966,0.130
3.966,0.105
3.966,0.105
3.966,0.083
3.966,0.083
3.967,0.070
3.967,0.070
3.967,0.063
3.967,0.063
3.968,0.057
3.968,0.055
3.968,0.048
3.969,0.048
3.969,0.042
3.969,0.042
3.969,0.040
3.970,0.040
3.970,0.035
3.970,0.035
3.970,0.032
3.970,0.032
3.971,0.027
3.971,0.028
3.971,0.023
3.971,0.023
3.972,0.018
3.972,0.018
3.972,0.012
3.973,0.012
3.973,0.008
3.973,0.008
3.973,0.002
3.974,0.002
3.974,-0.003
3.974,-0.003
3.974,-0.008
3.974,-0.008
3.975,-0.005
3.975,-0.005
3.975,-0.002
3.975,-0.003
3.976,0.000
3.976,0.000
3.976,-0.003
3.977,-0.005
3.977,-0.017
3.977,-0.017
3.977,-0.030
3.978,-0.030
3.978,-0.037
3.978,-0.038
3.978,-0.033
3.978,-0.033
3.979,-0.022
3.979,-0.020
3.979,-0.003
3.979,-0.005
3.980,0.000
3.980,-0.002
3.980,-0.005
3.981,-0.002
3.981,-0.007
3.981,-0.005
3.981,-0.010
3.982,-0.010
3.982,-0.030
3.982,-0.030
3.982,-0.053
3.982,-0.055
3.983,-0.060
3.983,-0.060
3.983,-0.053
3.983,-0.055
3.984,-0.048
3.984,-0.048
3.984,-0.035
3.985,-0.037
3.985,-0.030
3.985,-0.030
3.985,-0.018
3.986,-0.018
3.986,-0.007
3.986,-0.005
3.986,0.012
3.986,0.013
3.987,0.042
3.987,0.043
3.987,0.107
3.987,0.110
3.988,0.240
3.988,0.242
3.988,0.398
3.989,0.383
3.989,0.735
3.989,0.755
3.989,0.873
3.990,0.843
3.990,0.610
3.990,0.597
3.990,0.263
3.990,0.250
3.991,-0.025
3.991,-0.035
3.991,-0.223
3.991,-0.228
3.992,-0.342
3.992,-0.345
3.992,-0.408
3.993,-0.410
3.993,-0.435
3.993,-0.435
3.993,-0.438
3.994,-0.437
3.994,-0.432
3.994,-0.432
3.994,-0.420
3.994,-0.420
3.995,-0.402
3.995,-0.400
3.995,-0.370
3.995,-0.370
3.996,-0.335
3.996,-0.333
3.996,-0.307
3.997,-0.305
3.997,-0.285
3.997,-0.285
3.997,-0.267
3.998,-0.267
3.998,-0.248
3.998,-0.248
3.998,-0.228
3.998,-0.227
3.999,-0.212
3.999,-0.212
3.999,-0.228
3.999,-0.228
4.000,-0.265
4.000,-0.268
4.000,-0.255
4.000,-0.253
4.001,-0.155
4.001,-0.150
4.001,-0.078
4.002,-0.077
4.002,-0.087
4.002,-0.087
4.002,-0.095
4.003,-0.093
4.003,-0.098
4.003,-0.098
4.003,-0.120
4.003,0.100
4.004,-0.120
4.004,-0.107
4.004,-0.107
4.005,-0.102
4.005,-0.100
4.005,-0.088
4.005,-0.088
4.005,-0.073
4.006,-0.072
4.006,-0.063
4.006,-0.065
4.006,-0.067
4.007,-0.067
4.007,-0.075
4.007,-0.077
4.008,-0.090
4.008,-0.090
4.008,-0.093
4.008,-0.092
4.008,-0.083
4.009,-0.082
4.009,-0.075
4.009,-0.075
4.010,-0.065
4.010,-0.065
4.010,-0.055
4.010,-0.055
4.011,-0.045
4.011,-0.045
4.011,-0.032
4.011,-0.030
4.011,-0.020
4.012,-0.020
4.012,-0.012
4.012,-0.013
4.013,-0.007
4.013,-0.007
4.013,-0.005
4.013,-0.007
4.013,0.002
4.014,0.002
4.014,0.010
4.014,0.010
4.014,0.048
4.015,0.050
4.015,0.123
4.015,0.135
4.016,-0.042
4.016,-0.080
4.016,0.377
4.016,0.378
4.016,0.060
4.017,0.168
4.017,-0.082
4.017,-0.093
4.018,-0.220
4.018,-0.225
4.018,-0.188
4.018,-0.187
4.019,-0.153
4.019,-0.153
4.019,-0.127
4.019,-0.125
4.019,-0.098
4.020,-0.097
4.020,-0.072
4.020,-0.070
4.021,-0.057
4.021,-0.057
4.021,-0.045
4.021,-0.045
4.021,-0.033
4.022,-0.033
4.022,-0.027
4.022,-0.027
4.022,-0.015
4.023,-0.015
4.023,-0.012
4.023,-0.012
4.024,-0.005
4.024,-0.005
4.024,-0.007
4.024,-0.003
4.024,-0.008
4.025,-0.007
4.025,-0.005
4.025,-0.008
4.026,-0.005
4.026,-0.008
4.026,-0.003
4.026,-0.003
4.027,0.002
4.027,0.002
4.027,0.007
4.027,0.008
4.027,0.005
4.028,0.005
4.028,0.008
4.028,0.008
4.029,0.005
4.029,0.007
4.029,0.005
4.029,0.007
4.029,-0.003
4.030,0.000
4.030,-0.003
4.030,-0.005
4.030,-0.007
4.031,-0.005
4.031,0.000
4.031,0.000
4.032,0.013
4.032,0.015
4.032,0.032
4.032,0.032
4.032,0.042
4.033,0.040
4.033,0.045
4.033,0.043
4.034,0.040
4.034,0.040
4.034,0.035
4.034,0.033
4.035,0.037
4.035,0.033
4.035,0.027
4.035,0.027
4.035,0.022
4.036,0.022
4.036,0.017
4.036,0.017
4.037,0.018
4.037,0.018
4.037,0.022
4.037,0.018
4.037,0.022
4.038,0.020
4.038,0.018
4.038,0.018
4.038,0.020
4.039,0.020
4.039,0.017
4.039,0.018
4.040,0.013
4.040,0.013
4.040,0.015
4.040,0.017
4.040,0.023
4.041,0.023
4.041,0.030
4.041,0.030
4.042,0.035
4.042,0.035
4.042,0.042
4.042,0.042
4.043,0.048
4.043,0.048
4.043,0.047
4.043,0.048
4.043,0.040
4.044,0.042
4.044,0.037
4.044,0.035
4.045,0.042
4.045,0.042
4.045,0.060
4.045,0.062
4.045,0.090
4.046,0.085
4.046,0.003
4.046,-0.005
4.046,-0.055
4.047,-0.047
4.047,-0.008
4.047,-0.007
4.048,0.008
4.048,0.008
4.048,0.012
4.048,0.010
4.048,0.012
4.049,0.010
4.049,0.007
4.049,0.010
4.050,0.005
4.050,0.007
4.050,0.010
4.050,0.010
4.051,0.013
4.051,0.013
4.051,0.023
4.051,0.022
4.051,0.025
4.052,0.025
4.052,0.005
4.052,0.002
4.053,-0.108
4.053,-0.115
4.053,-0.195
4.053,-0.190
4.053,-0.058
4.054,-0.050
4.054,0.090
4.054,0.095
4.054,0.172
4.055,0.175
4.055,0.155
4.055,0.153
4.056,0.118
4.056,0.117
4.056,0.098
4.056,0.097
4.056,0.083
4.057,0.083
4.057,0.073
4.057,0.073
4.058,0.063
4.058,0.063
4.058,0.055
4.058,0.053
4.059,0.043
4.059,0.043
4.059,0.023
4.059,0.023
4.059,0.012
4.060,0.010
4.060,0.007
4.060,0.007
4.061,0.012
4.061,0.012
4.061,0.018
4.061,0.018
4.061,0.023
4.062,0.023
4.062,0.025
4.062,0.025
4.062,0.022
4.063,0.023
4.063,0.027
4.063,0.027
4.064,0.023
4.064,0.022
4.064,0.025
4.064,0.022
4.064,0.018
4.065,0.020
4.065,0.017
4.065,0.020
4.066,0.022
4.066,0.022
4.066,0.025
4.066,0.025
4.066,0.022
4.067,0.022
4.067,0.028
4.067,0.025
4.067,0.033
4.068,0.033
4.068,0.022
4.068,0.022
4.069,0.005
4.069,0.005
4.069,-0.003
4.069,-0.003
4.069,-0.007
4.070,-0.005
4.070,-0.002
4.070,-0.005
4.071,-0.008
4.071,-0.007
4.071,-0.003
4.071,-0.002
4.072,0.012
4.072,0.012
4.072,0.042
4.072,0.042
4.072,0.068
4.073,0.070
4.073,0.075
4.073,0.073
4.074,0.065
4.074,0.063
4.074,0.052
4.074,0.050
4.074,0.037
4.075,0.037
4.075,0.035
4.075,0.033
4.075,0.040
4.076,0.040
4.076,0.043
4.076,0.042
4.077,0.035
4.077,0.035
4.077,0.028
4.077,0.027
4.077,0.013
4.078,0.013
4.078,0.008
4.078,0.008
4.079,0.000
4.079,0.000
4.079,0.005
4.079,0.003
4.080,0.010
4.080,0.010
4.080,0.013
4.080,0.013
4.080,0.018
4.081,0.017
4.081,0.020
4.081,0.017
4.082,0.022
4.082,0.018
4.082,0.015
4.082,0.017
4.082,0.022
4.083,0.022
4.083,0.015
4.083,0.015
4.083,0.010
4.084,0.008
4.084,-0.002
4.084,0.007
4.085,-0.015
4.085,-0.017
4.085,-0.132
4.085,-0.140
4.085,-0.068
4.086,-0.063
4.086,0.078
4.086,0.083
4.087,0.135
4.087,0.135
4.087,0.113
4.087,0.112
4.088,0.083
4.088,0.082
4.088,0.062
4.088,0.062
4.088,0.053
4.089,0.053
4.089,0.047
4.089,0.047
4.090,0.042
4.090,0.043
4.090,0.038
4.090,0.038
4.090,0.040
4.091,0.042
4.091,0.037
4.091,0.038
4.091,0.032
4.092,0.033
4.092,0.028
4.092,0.030
4.093,0.042
4.093,0.043
4.093,0.050
4.093,0.050
4.093,0.053
4.094,0.052
4.094,0.047
4.094,0.047
4.095,0.033
4.095,0.033
4.095,0.043
4.095,0.045
4.096,0.058
4.096,0.058
4.096,0.070
4.096,0.070
4.096,0.083
4.097,0.085
4.097,0.098
4.097,0.098
4.098,0.103
4.098,0.102
4.098,0.082
4.098,0.080
4.098,0.062
4.099,0.060
4.099,0.102
4.099,0.107
4.099,0.267
4.100,0.273
4.100,0.425
4.100,0.430
4.101,0.330
4.101,0.308
4.101,0.767
4.101,0.790
4.101,1.005
4.102,1.003
4.102,0.838
4.102,0.827
4.103,0.520
4.103,0.507
4.103,0.215
4.103,0.205
4.104,-0.002
4.104,-0.008
4.104,-0.135
4.104,-0.140
4.104,-0.207
4.105,-0.208
4.105,-0.248
4.105,-0.248
4.106,-0.265
4.106,-0.268
4.106,-0.263
4.106,-0.265
4.106,-0.253
4.107,-0.252
4.107,-0.230
4.107,-0.230
4.107,-0.202
4.108,-0.200
4.108,-0.170
4.108,-0.168
4.109,-0.143
4.109,-0.142
4.109,-0.120
4.109,-0.118
4.109,-0.092
4.110,-0.092
4.110,-0.073
4.110,-0.073
4.111,-0.063
4.111,-0.063
4.111,-0.062
4.111,-0.062
4.112,-0.055
4.112,-0.055
4.112,-0.040
4.112,-0.038
4.112,-0.018
4.113,-0.017
4.113,0.010
4.113,0.010
4.114,0.052
4.114,0.055
4.114,0.125
4.114,0.155
4.114,0.030
4.115,-0.063
4.115,0.233
4.115,0.398
4.115,0.117
4.116,0.230
4.116,-0.032
4.116,-0.048
4.117,-0.152
4.117,-0.177
4.117,-0.135
4.117,-0.132
4.117,-0.063
4.118,-0.060
4.118,-0.022
4.118,-0.020
4.119,0.005
4.119,0.007
4.119,0.027
4.119,0.027
4.120,0.043
4.120,0.043
4.120,0.052
4.120,0.053
4.120,0.062
4.121,0.062
4.121,0.070
4.121,0.068
4.122,0.078
4.122,0.082
4.122,0.077
4.122,0.077
4.122,0.073
4.123,0.075
4.123,0.073
4.123,0.075
4.123,0.078
4.124,0.077
4.124,0.078
4.124,0.077
4.125,0.082
4.125,0.082
4.125,0.087
4.125,0.087
4.125,0.097
4.126,0.097
4.126,0.100
4.126,0.102
4.127,0.097
4.127,0.097
4.127,0.093
4.127,0.095
4.128,0.100
4.128,0.098
4.128,0.103
4.128,0.102
4.128,0.108
4.129,0.108
4.129,0.112
4.129,0.110
4.130,0.107
4.130,0.108
4.130,0.112
4.130,0.112
4.130,0.108
4.131,0.110
4.131,0.107
4.131,0.107
4.131,0.108
4.132,0.108
4.132,0.113
4.132,0.112
4.133,0.117
4.133,0.115
4.133,0.112
4.133,0.110
4.133,0.113
4.134,0.113
4.134,0.120
4.134,0.120
4.135,0.132
4.135,0.132
4.135,0.140
4.135,0.140
4.136,0.150
4.136,0.150
4.136,0.163
4.136,0.163
4.136,0.170
4.137,0.170
4.137,0.173
4.137,0.173
4.138,0.162
4.138,0.162
4.138,0.147
4.138,0.145
4.138,0.128
4.139,0.128
4.139,0.117
4.139,0.118
4.139,0.115
4.140,0.120
4.140,0.128
4.140,0.128
4.141,0.120
4.141,0.122
4.141,0.113
4.141,0.113
4.141,0.108
4.142,0.108
4.142,0.110
4.142,0.113
4.143,0.108
4.143,0.110
4.143,0.120
4.143,0.120
4.144,0.128
4.144,0.125
4.144,0.073
4.144,0.070
4.144,-0.002
4.145,-0.007
4.145,0.037
4.145,0.003
4.146,0.065
4.146,0.070
4.146,0.200
4.146,0.205
4.146,0.240
4.147,0.237
4.147,0.207
4.147,0.205
4.147,0.170
4.148,0.168
4.148,0.147
4.148,0.147
4.149,0.137
4.149,0.137
4.149,0.127
4.149,0.125
4.149,0.118
4.150,0.117
4.150,0.120
4.150,0.120
4.151,0.127
4.151,0.128
4.151,0.148
4.151,0.148
4.152,0.158
4.152,0.155
4.152,0.150
4.152,0.152
4.152,0.147
4.153,0.145
4.153,0.147
4.153,0.145
4.154,0.147
4.154,0.143
4.154,0.138
4.154,0.140
4.154,0.135
4.155,0.138
4.155,0.133
4.155,0.133
4.155,0.125
4.156,0.125
4.156,0.120
4.156,0.122
4.157,0.113
4.157,0.113
4.157,0.105
4.157,0.103
4.157,0.097
4.158,0.095
4.158,0.088
4.158,0.088
4.159,0.092
4.159,0.092
4.159,0.098
4.159,0.098
4.160,0.102
4.160,0.102
4.160,0.100
4.160,0.103
4.160,0.100
4.161,0.098
4.161,0.088
4.161,0.087
4.162,0.068
4.162,0.068
4.162,0.050
4.162,0.050
4.162,0.042
4.163,0.042
4.163,0.037
4.163,0.038
4.163,0.033
4.164,0.037
4.164,0.032
4.164,0.032
4.165,0.022
4.165,0.022
4.165,0.013
4.165,0.013
4.165,0.012
4.166,0.015
4.166,0.012
4.166,0.013
4.167,0.010
4.167,0.010
4.167,0.008
4.167,0.008
4.168,0.005
4.168,0.008
4.168,0.013
4.168,0.013
4.168,0.017
4.169,0.018
4.169,0.025
4.169,0.025
4.170,0.035
4.170,0.035
4.170,0.042
4.170,0.042
4.170,0.043
4.171,0.043
4.171,0.033
4.171,0.033
4.171,0.022
4.172,0.022
4.172,0.010
4.172,0.010
4.173,-0.002
4.173,-0.002
4.173,-0.008
4.173,-0.008
4.173,-0.017
4.174,-0.015
4.174,-0.025
4.174,-0.023
4.175,-0.032
4.175,-0.032
4.175,-0.037
4.175,-0.035
4.176,-0.042
4.176,-0.042
4.176,-0.063
4.176,-0.065
4.176,-0.117
4.177,-0.118
4.177,-0.147
4.177,-0.147
4.178,-0.077
4.178,-0.073
4.178,-0.008
4.178,-0.002
4.178,-0.013
4.179,-0.013
4.179,-0.030
4.179,-0.028
4.179,-0.040
4.180,-0.040
4.180,-0.063
4.180,-0.063
4.181,-0.068
4.181,-0.068
4.181,-0.070
4.181,-0.068
4.181,-0.072
4.182,-0.072
4.182,-0.070
4.182,-0.070
4.183,-0.075
4.183,-0.077
4.183,-0.073
4.183,-0.073
4.184,-0.078
4.184,-0.080
4.184,-0.088
4.184,-0.088
4.184,-0.097
4.185,-0.090
4.185,-0.102
4.185,-0.103
4.186,-0.190
4.186,-0.202
4.186,-0.152
4.186,-0.147
4.186,-0.025
4.187,-0.020
4.187,0.030
4.187,0.030
4.188,0.013
4.188,0.013
4.188,-0.017
4.188,-0.017
4.189,-0.038
4.189,-0.038
4.189,-0.055
4.189,-0.055
4.189,-0.062
4.190,-0.062
4.190,-0.070
4.190,-0.070
4.191,-0.078
4.191,-0.080
4.191,-0.085
4.191,-0.085
4.191,-0.087
4.192,-0.085
4.192,-0.090
4.192,-0.088
4.192,-0.093
4.193,-0.092
4.193,-0.095
4.193,-0.093
4.194,-0.098
4.194,-0.097
4.194,-0.095
4.194,-0.093
4.194,-0.097
4.195,-0.095
4.195,-0.103
4.195,-0.105
4.196,-0.117
4.196,-0.118
4.196,-0.127
4.196,-0.127
4.197,-0.132
4.197,-0.130
4.197,-0.135
4.197,-0.135
4.197,-0.135
4.198,-0.137
4.198,-0.133
4.198,-0.137
4.199,-0.132
4.199,-0.133
4.199,-0.125
4.199,-0.123
4.199,-0.127
4.200,-0.123
4.200,-0.110
4.200,-0.108
4.200,-0.092
4.201,-0.090
4.201,-0.078
4.201,-0.078
4.202,-0.065
4.202,-0.065
4.202,-0.052
4.202,-0.052
4.202,-0.042
4.203,-0.040
4.203,-0.020
4.203,-0.018
4.204,0.008
4.204,0.010
4.204,0.057
4.204,0.058
4.205,0.137
4.205,0.142
4.205,0.207
4.205,0.182
4.205,0.085
4.206,0.140
4.206,0.495
4.206,0.517
4.207,0.740
4.207,0.717
4.207,0.560
4.207,0.688
4.207,0.283
4.208,0.338
4.208,0.200
4.208,0.155
4.208,-0.278
4.209,-0.293
4.209,-0.412
4.209,-0.413
4.210,-0.408
4.210,-0.410
4.210,-0.417
4.210,-0.420
4.210,-0.417
4.211,-0.415
4.211,-0.397
4.211,-0.397
4.212,-0.368
4.212,-0.367
4.212,-0.337
4.212,-0.335
4.213,-0.313
4.213,-0.312
4.213,-0.292
4.213,-0.292
4.213,-0.270
4.214,-0.270
4.214,-0.248
4.214,-0.247
4.215,-0.223
4.215,-0.222
4.215,-0.200
4.215,-0.200
4.215,-0.180
4.216,-0.180
4.216,-0.158
4.216,-0.158
4.216,-0.143
4.217,-0.142
4.217,-0.128
4.217,-0.128
4.218,-0.115
4.218,-0.115
4.218,-0.108
4.218,-0.107
4.218,-0.103
4.219,-0.103
4.219,-0.105
4.219,-0.103
4.220,-0.097
4.220,-0.097
4.220,-0.087
4.220,-0.085
4.221,-0.073
4.221,-0.072
4.221,-0.058
4.221,-0.057
4.221,-0.050
4.222,-0.050
4.222,-0.040
4.222,-0.040
4.223,-0.032
4.223,-0.032
4.223,-0.022
4.223,-0.022
4.223,-0.015
4.224,-0.015
4.224,-0.008
4.224,-0.010
4.224,-0.007
4.225,-0.007
4.225,-0.003
4.225,-0.005
4.226,-0.002
4.226,-0.003
4.226,0.000
4.226,0.002
4.226,0.005
4.227,0.005
4.227,0.013
4.227,0.013
4.228,0.022
4.228,0.022
4.228,0.033
4.228,0.033
4.229,0.042
4.229,0.042
4.229,0.047
4.229,0.045
4.229,0.052
4.230,0.052
4.230,0.058
4.230,0.060
4.231,0.063
4.231,0.063
4.231,0.068
4.231,0.067
4.231,0.065
4.232,0.065
4.232,0.070
4.232,0.068
4.232,0.072
4.233,0.068
4.233,0.075
4.233,0.075
4.234,0.080
4.234,0.082
4.234,0.087
4.234,0.085
4.234,0.087
4.235,0.085
4.235,0.072
4.235,0.073
4.236,0.063
4.236,0.063
4.236,0.072
4.236,0.072
4.237,0.085
4.237,0.087
4.237,0.095
4.237,0.095
4.237,0.105
4.238,0.103
4.238,0.107
4.238,0.103
4.239,0.087
4.239,0.085
4.239,0.068
4.239,0.068
4.239,0.055
4.240,0.053
4.240,0.040
4.240,0.037
4.240,-0.023
4.241,-0.027
4.241,-0.118
4.241,-0.117
4.242,-0.053
4.242,-0.047
4.242,0.093
4.242,0.098
4.242,0.195
4.243,0.197
4.243,0.218
4.243,0.220
4.244,0.200
4.244,0.198
4.244,0.187
4.244,0.187
4.245,0.207
4.245,0.208
4.245,0.248
4.245,0.265
4.245,0.103
4.246,0.097
4.246,0.082
4.246,0.098
4.247,0.128
4.247,0.130
4.247,0.137
4.247,0.137
