'Elapsed time','ECG ECG'
'seconds','mV'
17.020,-0.052
17.022,-0.050
17.024,-0.050
17.026,-0.050
17.028,-0.051
17.030,-0.052
17.032,-0.053
17.034,-0.054
17.036,-0.055
17.038,-0.057
17.040,-0.057
17.042,-0.058
17.044,-0.058
17.046,-0.057
17.048,-0.055
17.050,-0.054
17.052,-0.053
17.054,-0.053
17.056,-0.055
17.058,-0.056
17.060,-0.058
17.062,-0.060
17.064,-0.061
17.066,-0.063
17.068,-0.064
17.070,-0.065
17.072,-0.066
17.074,-0.066
17.076,-0.066
17.078,-0.066
17.080,-0.065
17.082,-0.063
17.084,-0.061
17.086,-0.060
17.088,-0.059
17.090,-0.059
17.092,-0.060
17.094,-0.061
17.096,-0.063
17.098,-0.064
17.100,-0.063
17.102,-0.062
17.104,-0.059
17.106,-0.054
17.108,-0.049
17.110,-0.043
17.112,-0.038
17.114,-0.034
17.116,-0.032
17.118,-0.032
17.120,-0.033
17.122,-0.036
17.124,-0.038
17.126,-0.040
17.128,-0.039
17.130,-0.035
17.132,-0.029
17.134,-0.022
17.136,-0.015
17.138,-0.009
17.140,-0.005
17.142,-0.002
17.144,-0.001
17.146,0.001
17.148,0.003
17.150,0.007
17.152,0.012
17.154,0.019
17.156,0.025
17.158,0.029
17.160,0.031
17.162,0.030
17.164,0.026
17.166,0.019
17.168,0.012
17.170,0.003
17.172,-0.005
17.174,-0.014
17.176,-0.023
17.178,-0.033
17.180,-0.043
17.182,-0.052
17.184,-0.059
17.186,-0.065
17.188,-0.069
17.190,-0.072
17.192,-0.074
17.194,-0.075
17.196,-0.076
17.198,-0.078
17.200,-0.080
17.202,-0.081
17.204,-0.082
17.206,-0.082
17.208,-0.080
17.210,-0.077
17.212,-0.075
17.214,-0.074
17.216,-0.075
17.218,-0.078
17.220,-0.082
17.222,-0.086
17.224,-0.088
17.226,-0.088
17.228,-0.086
17.230,-0.082
17.232,-0.078
17.234,-0.076
17.236,-0.076
17.238,-0.078
17.240,-0.082
17.242,-0.088
17.244,-0.095
17.246,-0.103
17.248,-0.111
17.250,-0.117
17.252,-0.121
17.254,-0.119
17.256,-0.109
17.258,-0.087
17.260,-0.051
17.262,0.002
17.264,0.073
17.266,0.161
17.268,0.263
17.270,0.373
17.272,0.483
17.274,0.583
17.276,0.663
17.278,0.716
17.280,0.734
17.282,0.710
17.284,0.639
17.286,0.524
17.288,0.370
17.290,0.192
17.292,0.007
17.294,-0.162
17.296,-0.300
17.298,-0.395
17.300,-0.446
17.302,-0.460
17.304,-0.446
17.306,-0.418
17.308,-0.385
17.310,-0.354
17.312,-0.328
17.314,-0.309
17.316,-0.295
17.318,-0.285
17.320,-0.275
17.322,-0.264
17.324,-0.248
17.326,-0.226
17.328,-0.198
17.330,-0.164
17.332,-0.130
17.334,-0.099
17.336,-0.075
17.338,-0.060
17.340,-0.055
17.342,-0.056
17.344,-0.060
17.346,-0.063
17.348,-0.063
17.350,-0.059
17.352,-0.052
17.354,-0.044
17.356,-0.038
17.358,-0.034
17.360,-0.034
17.362,-0.036
17.364,-0.038
17.366,-0.040
17.368,-0.040
17.370,-0.038
17.372,-0.036
17.374,-0.033
17.376,-0.031
17.378,-0.030
17.380,-0.030
17.382,-0.030
17.384,-0.030
17.386,-0.029
17.388,-0.027
17.390,-0.024
17.392,-0.019
17.394,-0.014
17.396,-0.011
17.398,-0.008
17.400,-0.007
17.402,-0.008
17.404,-0.010
17.406,-0.012
17.408,-0.013
17.410,-0.012
17.412,-0.010
17.414,-0.007
17.416,-0.004
17.418,-0.001
17.420,0.001
17.422,0.003
17.424,0.004
17.426,0.005
17.428,0.007
17.430,0.009
17.432,0.011
17.434,0.013
17.436,0.014
17.438,0.015
17.440,0.015
17.442,0.015
17.444,0.015
17.446,0.017
17.448,0.019
17.450,0.021
17.452,0.024
17.454,0.028
17.456,0.031
17.458,0.036
17.460,0.042
17.462,0.048
17.464,0.054
17.466,0.059
17.468,0.063
17.470,0.066
17.472,0.068
17.474,0.070
17.476,0.072
17.478,0.076
17.480,0.080
17.482,0.086
17.484,0.093
17.486,0.100
17.488,0.108
17.490,0.116
17.492,0.124
17.494,0.132
17.496,0.140
17.498,0.147
17.500,0.152
17.502,0.157
17.504,0.161
17.506,0.166
17.508,0.171
17.510,0.177
17.512,0.183
17.514,0.190
17.516,0.198
17.518,0.205
17.520,0.213
17.522,0.221
17.524,0.228
17.526,0.235
17.528,0.241
17.530,0.247
17.532,0.251
17.534,0.255
17.536,0.258
17.538,0.260
17.540,0.261
17.542,0.262
17.544,0.262
17.546,0.261
17.548,0.259
17.550,0.255
17.552,0.248
17.554,0.240
17.556,0.230
17.558,0.219
17.560,0.207
17.562,0.194
17.564,0.180
17.566,0.166
17.568,0.151
17.570,0.136
17.572,0.122
17.574,0.109
17.576,0.096
17.578,0.082
17.580,0.069
17.582,0.054
17.584,0.039
17.586,0.026
17.588,0.013
17.590,0.003
17.592,-0.006
17.594,-0.013
17.596,-0.019
17.598,-0.023
17.600,-0.028
17.602,-0.031
17.604,-0.034
17.606,-0.036
17.608,-0.039
17.610,-0.042
17.612,-0.045
17.614,-0.049
17.616,-0.051
17.618,-0.053
17.620,-0.054
17.622,-0.054
17.624,-0.054
17.626,-0.055
17.628,-0.056
17.630,-0.059
17.632,-0.062
17.634,-0.064
17.636,-0.067
17.638,-0.068
17.640,-0.069
17.642,-0.068
17.644,-0.067
17.646,-0.065
17.648,-0.063
17.650,-0.063
17.652,-0.063
17.654,-0.065
17.656,-0.067
17.658,-0.069
17.660,-0.069
17.662,-0.068
17.664,-0.066
17.666,-0.064
17.668,-0.063
17.670,-0.062
17.672,-0.062
17.674,-0.062
17.676,-0.062
17.678,-0.062
17.680,-0.062
17.682,-0.062
17.684,-0.063
17.686,-0.063
17.688,-0.063
17.690,-0.062
17.692,-0.061
17.694,-0.060
17.696,-0.060
17.698,-0.061
17.700,-0.062
17.702,-0.063
17.704,-0.064
17.706,-0.063
17.708,-0.062
17.710,-0.060
17.712,-0.058
17.714,-0.057
17.716,-0.056
17.718,-0.055
17.720,-0.056
17.722,-0.056
17.724,-0.057
17.726,-0.057
17.728,-0.058
17.730,-0.057
17.732,-0.056
17.734,-0.054
17.736,-0.051
17.738,-0.048
17.740,-0.045
17.742,-0.044
17.744,-0.044
17.746,-0.046
17.748,-0.049
17.750,-0.051
17.752,-0.052
17.754,-0.052
17.756,-0.051
17.758,-0.050
17.760,-0.049
17.762,-0.050
17.764,-0.052
17.766,-0.055
17.768,-0.058
17.770,-0.060
17.772,-0.060
17.774,-0.059
17.776,-0.057
17.778,-0.055
17.780,-0.053
17.782,-0.052
17.784,-0.051
17.786,-0.051
17.788,-0.052
17.790,-0.053
17.792,-0.054
17.794,-0.056
17.796,-0.058
17.798,-0.061
17.800,-0.063
17.802,-0.063
17.804,-0.062
17.806,-0.059
17.808,-0.057
17.810,-0.054
17.812,-0.053
17.814,-0.052
17.816,-0.052
17.818,-0.052
17.820,-0.052
17.822,-0.050
17.824,-0.047
17.826,-0.043
17.828,-0.039
17.830,-0.037
17.832,-0.036
17.834,-0.037
17.836,-0.040
17.838,-0.043
17.840,-0.046
17.842,-0.048
17.844,-0.047
17.846,-0.045
17.848,-0.040
17.850,-0.033
17.852,-0.025
17.854,-0.017
17.856,-0.008
17.858,-0.000
17.860,0.007
17.862,0.012
17.864,0.017
17.866,0.021
17.868,0.025
17.870,0.029
17.872,0.033
17.874,0.036
17.876,0.037
17.878,0.037
17.880,0.034
17.882,0.029
17.884,0.021
17.886,0.011
17.888,0.000
17.890,-0.011
17.892,-0.022
17.894,-0.033
17.896,-0.042
17.898,-0.050
17.900,-0.056
17.902,-0.061
17.904,-0.063
17.906,-0.064
17.908,-0.065
17.910,-0.065
17.912,-0.067
17.914,-0.069
17.916,-0.073
17.918,-0.077
17.920,-0.080
17.922,-0.081
17.924,-0.080
17.926,-0.076
17.928,-0.072
17.930,-0.068
17.932,-0.067
17.934,-0.068
17.936,-0.072
17.938,-0.078
17.940,-0.082
17.942,-0.084
17.944,-0.082
17.946,-0.077
17.948,-0.070
17.950,-0.064
17.952,-0.060
17.954,-0.061
17.956,-0.067
17.958,-0.077
17.960,-0.090
17.962,-0.104
17.964,-0.117
17.966,-0.126
17.968,-0.129
17.970,-0.124
17.972,-0.110
17.974,-0.085
17.976,-0.047
17.978,0.008
17.980,0.080
17.982,0.169
17.984,0.272
17.986,0.381
17.988,0.489
17.990,0.587
17.992,0.666
17.994,0.720
17.996,0.741
17.998,0.723
18.000,0.661
18.002,0.555
18.004,0.408
18.006,0.233
18.008,0.047
18.010,-0.129
18.012,-0.276
18.014,-0.382
18.016,-0.443
18.018,-0.464
18.020,-0.455
18.022,-0.429
18.024,-0.396
18.026,-0.363
18.028,-0.335
18.030,-0.311
18.032,-0.292
18.034,-0.276
18.036,-0.261
18.038,-0.245
18.040,-0.226
18.042,-0.202
18.044,-0.174
18.046,-0.143
18.048,-0.113
18.050,-0.087
18.052,-0.068
18.054,-0.058
18.056,-0.055
18.058,-0.056
18.060,-0.060
18.062,-0.062
18.064,-0.061
18.066,-0.056
18.068,-0.048
18.070,-0.040
18.072,-0.034
18.074,-0.031
18.076,-0.031
18.078,-0.035
18.080,-0.040
18.082,-0.043
18.084,-0.044
18.086,-0.041
18.088,-0.035
18.090,-0.029
18.092,-0.023
18.094,-0.018
18.096,-0.016
18.098,-0.016
18.100,-0.016
18.102,-0.016
18.104,-0.016
18.106,-0.015
18.108,-0.014
18.110,-0.012
18.112,-0.010
18.114,-0.008
18.116,-0.006
18.118,-0.004
18.120,-0.003
18.122,-0.002
18.124,-0.001
18.126,-0.001
18.128,-0.001
18.130,0.000
18.132,0.002
18.134,0.005
18.136,0.008
18.138,0.011
18.140,0.013
18.142,0.015
18.144,0.016
18.146,0.017
18.148,0.018
18.150,0.018
18.152,0.019
18.154,0.019
18.156,0.019
18.158,0.019
18.160,0.019
18.162,0.021
18.164,0.023
18.166,0.027
18.168,0.032
18.170,0.037
18.172,0.042
18.174,0.047
18.176,0.052
18.178,0.055
18.180,0.058
18.182,0.061
18.184,0.064
18.186,0.067
18.188,0.071
18.190,0.075
18.192,0.080
18.194,0.085
18.196,0.091
18.198,0.097
18.200,0.103
18.202,0.109
18.204,0.116
18.206,0.123
18.208,0.130
18.210,0.136
18.212,0.142
18.214,0.146
18.216,0.150
18.218,0.153
18.220,0.158
18.222,0.164
18.224,0.171
18.226,0.180
18.228,0.189
18.230,0.198
18.232,0.206
18.234,0.213
18.236,0.220
18.238,0.226
18.240,0.232
18.242,0.238
18.244,0.244
18.246,0.250
18.248,0.256
18.250,0.260
18.252,0.264
18.254,0.266
18.256,0.268
18.258,0.269
18.260,0.269
18.262,0.268
18.264,0.266
18.266,0.263
18.268,0.258
18.270,0.252
18.272,0.243
18.274,0.233
18.276,0.221
18.278,0.208
18.280,0.194
18.282,0.178
18.284,0.162
18.286,0.146
18.288,0.129
18.290,0.113
18.292,0.097
18.294,0.082
18.296,0.069
18.298,0.058
18.300,0.048
18.302,0.038
18.304,0.029
18.306,0.020
18.308,0.010
18.310,0.001
18.312,-0.008
18.314,-0.014
18.316,-0.019
18.318,-0.023
18.320,-0.026
18.322,-0.029
18.324,-0.033
18.326,-0.037
18.328,-0.041
18.330,-0.044
18.332,-0.047
18.334,-0.048
18.336,-0.050
18.338,-0.052
18.340,-0.054
18.342,-0.057
18.344,-0.059
18.346,-0.061
18.348,-0.061
18.350,-0.060
18.352,-0.058
18.354,-0.058
18.356,-0.058
18.358,-0.059
18.360,-0.061
18.362,-0.063
18.364,-0.064
18.366,-0.066
18.368,-0.067
18.370,-0.067
18.372,-0.066
18.374,-0.065
18.376,-0.062
18.378,-0.060
18.380,-0.057
18.382,-0.056
18.384,-0.056
18.386,-0.056
18.388,-0.057
18.390,-0.058
18.392,-0.058
18.394,-0.058
18.396,-0.059
18.398,-0.059
18.400,-0.061
18.402,-0.062
18.404,-0.063
18.406,-0.063
18.408,-0.062
18.410,-0.061
18.412,-0.059
18.414,-0.058
18.416,-0.057
18.418,-0.057
18.420,-0.057
18.422,-0.057
18.424,-0.056
18.426,-0.055
18.428,-0.053
18.430,-0.053
18.432,-0.053
18.434,-0.054
18.436,-0.055
18.438,-0.055
18.440,-0.055
18.442,-0.054
18.444,-0.052
18.446,-0.052
18.448,-0.052
18.450,-0.052
18.452,-0.053
18.454,-0.055
18.456,-0.055
18.458,-0.056
18.460,-0.056
18.462,-0.056
18.464,-0.057
18.466,-0.057
18.468,-0.057
18.470,-0.057
18.472,-0.056
18.474,-0.055
18.476,-0.055
18.478,-0.054
18.480,-0.054
18.482,-0.055
18.484,-0.055
18.486,-0.055
18.488,-0.056
18.490,-0.056
18.492,-0.057
18.494,-0.058
18.496,-0.058
18.498,-0.057
18.500,-0.055
18.502,-0.053
18.504,-0.051
18.506,-0.050
18.508,-0.050
18.510,-0.050
18.512,-0.052
18.514,-0.054
18.516,-0.055
18.518,-0.056
18.520,-0.057
18.522,-0.056
18.524,-0.056
18.526,-0.056
18.528,-0.055
18.530,-0.055
18.532,-0.055
18.534,-0.056
18.536,-0.057
18.538,-0.058
18.540,-0.059
18.542,-0.060
18.544,-0.061
18.546,-0.060
18.548,-0.059
18.550,-0.056
18.552,-0.054
18.554,-0.050
18.556,-0.047
18.558,-0.045
18.560,-0.044
18.562,-0.044
18.564,-0.045
18.566,-0.046
18.568,-0.046
18.570,-0.045
18.572,-0.043
18.574,-0.040
18.576,-0.035
18.578,-0.028
18.580,-0.021
18.582,-0.013
18.584,-0.006
18.586,0.001
18.588,0.007
18.590,0.012
18.592,0.016
18.594,0.019
18.596,0.023
18.598,0.026
18.600,0.029
18.602,0.030
18.604,0.029
18.606,0.027
18.608,0.024
18.610,0.019
18.612,0.014
18.614,0.008
18.616,0.001
18.618,-0.006
18.620,-0.015
18.622,-0.025
18.624,-0.035
18.626,-0.045
18.628,-0.054
18.630,-0.061
18.632,-0.067
18.634,-0.070
18.636,-0.072
18.638,-0.073
18.640,-0.073
18.642,-0.074
18.644,-0.076
18.646,-0.078
18.648,-0.080
18.650,-0.081
18.652,-0.080
18.654,-0.078
18.656,-0.075
18.658,-0.073
18.660,-0.074
18.662,-0.077
18.664,-0.083
18.666,-0.090
18.668,-0.096
18.670,-0.099
18.672,-0.099
18.674,-0.094
18.676,-0.087
18.678,-0.078
18.680,-0.071
18.682,-0.068
18.684,-0.069
18.686,-0.075
18.688,-0.085
18.690,-0.098
18.692,-0.112
18.694,-0.124
18.696,-0.132
18.698,-0.133
18.700,-0.124
18.702,-0.104
18.704,-0.071
18.706,-0.022
18.708,0.043
18.710,0.127
18.712,0.225
18.714,0.335
18.716,0.447
18.718,0.553
18.720,0.643
18.722,0.709
18.724,0.744
18.726,0.739
18.728,0.691
18.730,0.597
18.732,0.460
18.734,0.288
18.736,0.099
18.738,-0.087
18.740,-0.250
18.742,-0.373
18.744,-0.451
18.746,-0.486
18.748,-0.486
18.750,-0.464
18.752,-0.433
18.754,-0.399
18.756,-0.368
18.758,-0.340
18.760,-0.317
18.762,-0.297
18.764,-0.280
18.766,-0.262
18.768,-0.243
18.770,-0.219
18.772,-0.190
18.774,-0.159
18.776,-0.128
18.778,-0.101
18.780,-0.081
18.782,-0.070
18.784,-0.067
18.786,-0.068
18.788,-0.071
18.790,-0.073
18.792,-0.072
18.794,-0.068
18.796,-0.061
18.798,-0.054
18.800,-0.048
18.802,-0.045
18.804,-0.045
18.806,-0.047
18.808,-0.050
18.810,-0.051
18.812,-0.050
18.814,-0.047
18.816,-0.042
18.818,-0.036
18.820,-0.032
18.822,-0.029
18.824,-0.028
18.826,-0.029
18.828,-0.031
18.830,-0.033
18.832,-0.034
18.834,-0.032
18.836,-0.028
18.838,-0.022
18.840,-0.015
18.842,-0.010
18.844,-0.006
18.846,-0.005
18.848,-0.005
18.850,-0.007
18.852,-0.008
18.854,-0.009
18.856,-0.009
18.858,-0.009
18.860,-0.007
18.862,-0.006
18.864,-0.005
18.866,-0.003
18.868,-0.001
18.870,0.002
18.872,0.005
18.874,0.007
18.876,0.008
18.878,0.009
18.880,0.009
18.882,0.010
18.884,0.011
18.886,0.014
18.888,0.017
18.890,0.021
18.892,0.026
18.894,0.030
18.896,0.034
18.898,0.037
18.900,0.040
18.902,0.043
18.904,0.046
18.906,0.049
18.908,0.051
18.910,0.054
18.912,0.057
18.914,0.060
18.916,0.065
18.918,0.070
18.920,0.075
18.922,0.081
18.924,0.087
18.926,0.092
18.928,0.097
18.930,0.103
18.932,0.108
18.934,0.114
18.936,0.121
18.938,0.128
18.940,0.136
18.942,0.143
18.944,0.150
18.946,0.155
18.948,0.159
18.950,0.163
18.952,0.167
18.954,0.172
18.956,0.178
18.958,0.186
18.960,0.195
18.962,0.203
18.964,0.212
18.966,0.220
18.968,0.227
18.970,0.234
18.972,0.240
18.974,0.245
18.976,0.250
18.978,0.255
18.980,0.259
18.982,0.263
18.984,0.265
18.986,0.267
18.988,0.268
18.990,0.267
18.992,0.265
18.994,0.262
18.996,0.257
18.998,0.250
19.000,0.243
19.002,0.233
19.004,0.222
19.006,0.209
19.008,0.195
19.010,0.180
19.012,0.165
19.014,0.151
19.016,0.136
19.018,0.121
19.020,0.107
19.022,0.094
19.024,0.082
19.026,0.071
19.028,0.061
19.030,0.051
19.032,0.042
19.034,0.031
19.036,0.020
19.038,0.009
19.040,-0.001
19.042,-0.010
19.044,-0.017
19.046,-0.022
19.048,-0.026
19.050,-0.029
19.052,-0.031
19.054,-0.034
19.056,-0.037
19.058,-0.039
19.060,-0.042
19.062,-0.045
19.064,-0.047
19.066,-0.049
19.068,-0.050
19.070,-0.051
19.072,-0.052
19.074,-0.052
19.076,-0.052
19.078,-0.052
19.080,-0.053
19.082,-0.053
19.084,-0.053
19.086,-0.053
19.088,-0.054
19.090,-0.055
19.092,-0.057
19.094,-0.058
19.096,-0.058
19.098,-0.058
19.100,-0.057
19.102,-0.056
19.104,-0.055
19.106,-0.054
19.108,-0.053
19.110,-0.052
19.112,-0.051
19.114,-0.050
19.116,-0.049
19.118,-0.050
19.120,-0.051
19.122,-0.053
19.124,-0.055
19.126,-0.057
19.128,-0.058
19.130,-0.059
19.132,-0.059
19.134,-0.058
19.136,-0.057
19.138,-0.055
19.140,-0.052
19.142,-0.050
19.144,-0.048
19.146,-0.047
19.148,-0.046
19.150,-0.047
19.152,-0.048
19.154,-0.049
19.156,-0.049
19.158,-0.049
19.160,-0.048
19.162,-0.047
19.164,-0.045
19.166,-0.044
19.168,-0.043
19.170,-0.042
19.172,-0.042
19.174,-0.042
19.176,-0.043
19.178,-0.043
19.180,-0.044
19.182,-0.046
19.184,-0.047
19.186,-0.049
19.188,-0.050
19.190,-0.050
19.192,-0.049
19.194,-0.047
19.196,-0.047
19.198,-0.047
19.200,-0.049
19.202,-0.051
19.204,-0.053
19.206,-0.055
19.208,-0.056
19.210,-0.056
19.212,-0.057
19.214,-0.057
19.216,-0.058
19.218,-0.058
19.220,-0.059
19.222,-0.058
19.224,-0.057
19.226,-0.055
19.228,-0.054
19.230,-0.053
19.232,-0.054
19.234,-0.054
19.236,-0.056
19.238,-0.057
19.240,-0.058
19.242,-0.059
19.244,-0.059
19.246,-0.058
19.248,-0.057
19.250,-0.055
19.252,-0.054
19.254,-0.053
19.256,-0.052
19.258,-0.053
19.260,-0.054
19.262,-0.055
19.264,-0.056
19.266,-0.055
19.268,-0.053
19.270,-0.050
19.272,-0.046
19.274,-0.042
19.276,-0.038
19.278,-0.035
19.280,-0.034
19.282,-0.033
19.284,-0.034
19.286,-0.035
19.288,-0.036
19.290,-0.038
19.292,-0.038
19.294,-0.037
19.296,-0.035
19.298,-0.030
19.300,-0.023
19.302,-0.016
19.304,-0.010
19.306,-0.004
19.308,0.001
19.310,0.005
19.312,0.009
19.314,0.014
19.316,0.020
19.318,0.027
19.320,0.033
19.322,0.038
19.324,0.040
19.326,0.040
19.328,0.037
19.330,0.031
19.332,0.024
19.334,0.015
19.336,0.007
19.338,-0.002
19.340,-0.012
19.342,-0.022
19.344,-0.032
19.346,-0.043
19.348,-0.054
19.350,-0.063
19.352,-0.070
19.354,-0.074
19.356,-0.076
19.358,-0.076
19.360,-0.075
19.362,-0.074
19.364,-0.075
19.366,-0.076
19.368,-0.078
19.370,-0.079
19.372,-0.080
19.374,-0.080
19.376,-0.079
19.378,-0.078
19.380,-0.077
19.382,-0.078
19.384,-0.080
19.386,-0.084
19.388,-0.087
19.390,-0.089
19.392,-0.089
19.394,-0.085
19.396,-0.080
19.398,-0.074
19.400,-0.071
19.402,-0.070
19.404,-0.073
19.406,-0.079
19.408,-0.086
19.410,-0.095
19.412,-0.103
19.414,-0.110
19.416,-0.115
19.418,-0.116
19.420,-0.111
19.422,-0.099
19.424,-0.076
19.426,-0.039
19.428,0.015
19.430,0.087
19.432,0.178
19.434,0.283
19.436,0.395
19.438,0.506
19.440,0.606
19.442,0.684
19.444,0.733
19.446,0.743
19.448,0.711
19.450,0.631
19.452,0.507
19.454,0.345
19.456,0.161
19.458,-0.026
19.460,-0.195
19.462,-0.328
19.464,-0.416
19.466,-0.460
19.468,-0.466
19.470,-0.448
19.472,-0.418
19.474,-0.386
19.476,-0.357
19.478,-0.334
19.480,-0.315
19.482,-0.299
19.484,-0.285
19.486,-0.271
19.488,-0.255
19.490,-0.236
19.492,-0.211
19.494,-0.182
19.496,-0.150
19.498,-0.119
19.500,-0.093
19.502,-0.074
19.504,-0.063
19.506,-0.060
19.508,-0.061
19.510,-0.063
19.512,-0.064
19.514,-0.063
19.516,-0.059
19.518,-0.053
19.520,-0.047
19.522,-0.042
19.524,-0.039
19.526,-0.039
19.528,-0.040
19.530,-0.041
19.532,-0.041
19.534,-0.038
19.536,-0.034
19.538,-0.028
19.540,-0.023
19.542,-0.019
19.544,-0.018
19.546,-0.019
19.548,-0.020
19.550,-0.020
19.552,-0.018
19.554,-0.014
19.556,-0.009
19.558,-0.004
19.560,-0.001
19.562,-0.001
19.564,-0.003
19.566,-0.007
19.568,-0.012
19.570,-0.015
19.572,-0.017
19.574,-0.016
19.576,-0.014
19.578,-0.011
19.580,-0.007
19.582,-0.002
19.584,0.002
19.586,0.006
19.588,0.007
19.590,0.007
19.592,0.006
19.594,0.006
19.596,0.005
19.598,0.007
19.600,0.010
19.602,0.013
19.604,0.018
19.606,0.022
19.608,0.026
19.610,0.030
19.612,0.033
19.614,0.035
19.616,0.037
19.618,0.038
19.620,0.039
19.622,0.040
19.624,0.042
19.626,0.046
19.628,0.050
19.630,0.055
19.632,0.060
19.634,0.065
19.636,0.069
19.638,0.074
19.640,0.078
19.642,0.083
19.644,0.088
19.646,0.092
19.648,0.097
19.650,0.101
19.652,0.107
19.654,0.112
19.656,0.118
19.658,0.124
19.660,0.130
19.662,0.135
19.664,0.140
19.666,0.145
19.668,0.151
19.670,0.157
19.672,0.163
19.674,0.170
19.676,0.177
19.678,0.185
19.680,0.193
19.682,0.200
19.684,0.208
19.686,0.214
19.688,0.220
19.690,0.224
19.692,0.228
19.694,0.232
19.696,0.236
19.698,0.240
19.700,0.245
19.702,0.250
19.704,0.255
19.706,0.260
19.708,0.263
19.710,0.264
19.712,0.263
19.714,0.260
19.716,0.255
19.718,0.247
19.720,0.237
19.722,0.226
19.724,0.213
19.726,0.200
19.728,0.187
19.730,0.174
19.732,0.163
19.734,0.152
19.736,0.141
19.738,0.129
19.740,0.116
19.742,0.102
19.744,0.087
19.746,0.073
19.748,0.059
19.750,0.046
19.752,0.034
19.754,0.024
19.756,0.015
19.758,0.006
19.760,-0.002
19.762,-0.009
19.764,-0.016
19.766,-0.021
19.768,-0.026
19.770,-0.030
19.772,-0.034
19.774,-0.038
19.776,-0.044
19.778,-0.049
19.780,-0.054
19.782,-0.057
19.784,-0.059
19.786,-0.059
19.788,-0.059
19.790,-0.059
19.792,-0.060
19.794,-0.062
19.796,-0.064
19.798,-0.066
19.800,-0.067
19.802,-0.067
19.804,-0.066
19.806,-0.066
19.808,-0.066
19.810,-0.066
19.812,-0.065
19.814,-0.065
19.816,-0.063
19.818,-0.062
19.820,-0.061
19.822,-0.062
19.824,-0.063
19.826,-0.065
19.828,-0.066
19.830,-0.066
19.832,-0.065
19.834,-0.063
19.836,-0.061
19.838,-0.060
19.840,-0.060
19.842,-0.061
19.844,-0.061
19.846,-0.062
19.848,-0.062
19.850,-0.062
19.852,-0.063
19.854,-0.063
19.856,-0.063
19.858,-0.063
19.860,-0.062
19.862,-0.059
19.864,-0.057
19.866,-0.056
19.868,-0.056
19.870,-0.057
19.872,-0.058
19.874,-0.059
19.876,-0.059
19.878,-0.057
19.880,-0.054
19.882,-0.051
19.884,-0.049
19.886,-0.048
19.888,-0.049
19.890,-0.051
19.892,-0.054
19.894,-0.055
19.896,-0.056
19.898,-0.055
19.900,-0.054
19.902,-0.052
19.904,-0.050
19.906,-0.049
19.908,-0.048
19.910,-0.047
19.912,-0.047
19.914,-0.047
19.916,-0.048
19.918,-0.049
19.920,-0.050
19.922,-0.051
19.924,-0.051
19.926,-0.050
19.928,-0.049
19.930,-0.049
19.932,-0.049
19.934,-0.050
19.936,-0.052
19.938,-0.054
19.940,-0.055
19.942,-0.055
19.944,-0.054
19.946,-0.053
19.948,-0.051
19.950,-0.050
19.952,-0.050
19.954,-0.051
19.956,-0.052
19.958,-0.052
19.960,-0.052
19.962,-0.050
19.964,-0.047
19.966,-0.042
19.968,-0.037
19.970,-0.032
19.972,-0.029
19.974,-0.027
19.976,-0.027
19.978,-0.029
19.980,-0.032
19.982,-0.035
19.984,-0.037
19.986,-0.037
19.988,-0.036
19.990,-0.033
19.992,-0.028
19.994,-0.022
19.996,-0.014
19.998,-0.007
20.000,-0.000
20.002,0.005
20.004,0.007
20.006,0.009
20.008,0.010
20.010,0.012
20.012,0.016
20.014,0.021
20.016,0.025
20.018,0.029
20.020,0.029
20.022,0.026
20.024,0.019
20.026,0.011
20.028,0.003
20.030,-0.005
20.032,-0.013
20.034,-0.021
20.036,-0.030
20.038,-0.039
20.040,-0.050
20.042,-0.059
20.044,-0.067
20.046,-0.072
20.048,-0.075
20.050,-0.075
20.052,-0.074
20.054,-0.074
20.056,-0.074
20.058,-0.075
20.060,-0.077
20.062,-0.079
20.064,-0.080
20.066,-0.080
20.068,-0.078
20.070,-0.075
20.072,-0.072
20.074,-0.070
20.076,-0.070
20.078,-0.073
20.080,-0.078
20.082,-0.083
20.084,-0.087
20.086,-0.089
20.088,-0.088
20.090,-0.085
20.092,-0.081
20.094,-0.077
20.096,-0.075
20.098,-0.075
20.100,-0.079
20.102,-0.084
20.104,-0.091
20.106,-0.100
20.108,-0.108
20.110,-0.114
20.112,-0.117
20.114,-0.114
20.116,-0.102
20.118,-0.078
20.120,-0.039
20.122,0.018
20.124,0.093
20.126,0.185
20.128,0.289
20.130,0.398
20.132,0.503
20.134,0.596
20.136,0.666
20.138,0.706
20.140,0.709
20.142,0.670
20.144,0.587
20.146,0.461
20.148,0.301
20.150,0.122
20.152,-0.057
20.154,-0.217
20.156,-0.343
20.158,-0.424
20.160,-0.463
20.162,-0.466
20.164,-0.445
20.166,-0.412
20.168,-0.378
20.170,-0.347
20.172,-0.322
20.174,-0.302
20.176,-0.288
20.178,-0.277
20.180,-0.266
20.182,-0.255
20.184,-0.239
20.186,-0.217
20.188,-0.189
20.190,-0.158
20.192,-0.127
20.194,-0.100
20.196,-0.079
20.198,-0.065
20.200,-0.059
20.202,-0.057
20.204,-0.058
20.206,-0.058
20.208,-0.058
20.210,-0.055
20.212,-0.051
20.214,-0.046
20.216,-0.042
20.218,-0.040
20.220,-0.039
20.222,-0.040
20.224,-0.041
20.226,-0.040
20.228,-0.037
20.230,-0.032
20.232,-0.026
20.234,-0.020
