'Elapsed time','ECG ECG'
'seconds','mV'
28.214,-0.046
28.216,-0.041
28.218,-0.035
28.220,-0.030
28.222,-0.027
28.224,-0.025
28.226,-0.025
28.228,-0.025
28.230,-0.025
28.232,-0.024
28.234,-0.022
28.236,-0.019
28.238,-0.016
28.240,-0.013
28.242,-0.010
28.244,-0.009
28.246,-0.009
28.248,-0.010
28.250,-0.013
28.252,-0.015
28.254,-0.017
28.256,-0.017
28.258,-0.015
28.260,-0.012
28.262,-0.008
28.264,-0.005
28.266,-0.003
28.268,-0.001
28.270,-0.001
28.272,-0.000
28.274,0.000
28.276,0.001
28.278,0.003
28.280,0.005
28.282,0.007
28.284,0.010
28.286,0.012
28.288,0.014
28.290,0.016
28.292,0.018
28.294,0.021
28.296,0.023
28.298,0.027
28.300,0.030
28.302,0.033
28.304,0.035
28.306,0.037
28.308,0.040
28.310,0.043
28.312,0.047
28.314,0.052
28.316,0.056
28.318,0.059
28.320,0.061
28.322,0.063
28.324,0.066
28.326,0.070
28.328,0.076
28.330,0.084
28.332,0.094
28.334,0.103
28.336,0.113
28.338,0.122
28.340,0.131
28.342,0.138
28.344,0.145
28.346,0.151
28.348,0.156
28.350,0.161
28.352,0.165
28.354,0.169
28.356,0.174
28.358,0.179
28.360,0.186
28.362,0.193
28.364,0.201
28.366,0.208
28.368,0.216
28.370,0.222
28.372,0.227
28.374,0.232
28.376,0.236
28.378,0.239
28.380,0.243
28.382,0.245
28.384,0.248
28.386,0.249
28.388,0.250
28.390,0.250
28.392,0.249
28.394,0.245
28.396,0.240
28.398,0.233
28.400,0.225
28.402,0.216
28.404,0.206
28.406,0.195
28.408,0.183
28.410,0.168
28.412,0.152
28.414,0.135
28.416,0.119
28.418,0.103
28.420,0.089
28.422,0.076
28.424,0.063
28.426,0.052
28.428,0.040
28.430,0.030
28.432,0.020
28.434,0.011
28.436,0.003
28.438,-0.004
28.440,-0.010
28.442,-0.017
28.444,-0.024
28.446,-0.031
28.448,-0.036
28.450,-0.039
28.452,-0.041
28.454,-0.042
28.456,-0.043
28.458,-0.045
28.460,-0.049
28.462,-0.053
28.464,-0.057
28.466,-0.060
28.468,-0.061
28.470,-0.061
28.472,-0.059
28.474,-0.058
28.476,-0.057
28.478,-0.058
28.480,-0.060
28.482,-0.061
28.484,-0.063
28.486,-0.064
28.488,-0.066
28.490,-0.068
28.492,-0.070
28.494,-0.073
28.496,-0.075
28.498,-0.077
28.500,-0.078
28.502,-0.078
28.504,-0.077
28.506,-0.075
28.508,-0.073
28.510,-0.071
28.512,-0.068
28.514,-0.064
28.516,-0.061
28.518,-0.057
28.520,-0.053
28.522,-0.051
28.524,-0.052
28.526,-0.055
28.528,-0.059
28.530,-0.065
28.532,-0.069
28.534,-0.071
28.536,-0.070
28.538,-0.067
28.540,-0.061
28.542,-0.056
28.544,-0.050
28.546,-0.047
28.548,-0.045
28.550,-0.045
28.552,-0.046
28.554,-0.049
28.556,-0.052
28.558,-0.053
28.560,-0.054
28.562,-0.052
28.564,-0.049
28.566,-0.046
28.568,-0.044
28.570,-0.043
28.572,-0.043
28.574,-0.044
28.576,-0.045
28.578,-0.046
28.580,-0.046
28.582,-0.045
28.584,-0.043
28.586,-0.041
28.588,-0.038
28.590,-0.035
28.592,-0.033
28.594,-0.032
28.596,-0.032
28.598,-0.033
28.600,-0.035
28.602,-0.037
28.604,-0.037
28.606,-0.035
28.608,-0.031
28.610,-0.026
28.612,-0.021
28.614,-0.018
28.616,-0.016
28.618,-0.017
28.620,-0.019
28.622,-0.023
28.624,-0.027
28.626,-0.031
28.628,-0.032
28.630,-0.032
28.632,-0.029
28.634,-0.024
28.636,-0.016
28.638,-0.008
28.640,-0.000
28.642,0.007
28.644,0.013
28.646,0.018
28.648,0.022
28.650,0.025
28.652,0.027
28.654,0.028
28.656,0.027
28.658,0.023
28.660,0.019
28.662,0.014
28.664,0.009
28.666,0.005
28.668,0.000
28.670,-0.004
28.672,-0.011
28.674,-0.018
28.676,-0.028
28.678,-0.037
28.680,-0.047
28.682,-0.055
28.684,-0.062
28.686,-0.068
28.688,-0.072
28.690,-0.076
28.692,-0.079
28.694,-0.081
28.696,-0.084
28.698,-0.085
28.700,-0.087
28.702,-0.088
28.704,-0.088
28.706,-0.087
28.708,-0.084
28.710,-0.081
28.712,-0.078
28.714,-0.076
28.716,-0.075
28.718,-0.077
28.720,-0.080
28.722,-0.084
28.724,-0.087
28.726,-0.087
28.728,-0.085
28.730,-0.081
28.732,-0.075
28.734,-0.070
28.736,-0.069
28.738,-0.071
28.740,-0.077
28.742,-0.086
28.744,-0.097
28.746,-0.108
28.748,-0.117
28.750,-0.122
28.752,-0.123
28.754,-0.117
28.756,-0.102
28.758,-0.075
28.760,-0.033
28.762,0.025
28.764,0.101
28.766,0.193
28.768,0.296
28.770,0.404
28.772,0.508
28.774,0.599
28.776,0.668
28.778,0.707
28.780,0.707
28.782,0.663
28.784,0.573
28.786,0.441
28.788,0.277
28.790,0.097
28.792,-0.081
28.794,-0.235
28.796,-0.352
28.798,-0.426
28.800,-0.457
28.802,-0.455
28.804,-0.432
28.806,-0.399
28.808,-0.365
28.810,-0.335
28.812,-0.312
28.814,-0.294
28.816,-0.280
28.818,-0.269
28.820,-0.256
28.822,-0.241
28.824,-0.222
28.826,-0.197
28.828,-0.169
28.830,-0.140
28.832,-0.112
28.834,-0.089
28.836,-0.073
28.838,-0.065
28.840,-0.063
28.842,-0.065
28.844,-0.066
28.846,-0.064
28.848,-0.059
28.850,-0.052
28.852,-0.044
28.854,-0.037
28.856,-0.033
28.858,-0.032
28.860,-0.033
28.862,-0.034
28.864,-0.034
28.866,-0.033
28.868,-0.031
28.870,-0.026
28.872,-0.021
28.874,-0.016
28.876,-0.012
28.878,-0.010
28.880,-0.010
28.882,-0.013
28.884,-0.018
28.886,-0.022
28.888,-0.024
28.890,-0.023
28.892,-0.019
28.894,-0.013
28.896,-0.007
28.898,-0.002
28.900,0.000
28.902,0.000
28.904,-0.000
28.906,-0.000
28.908,0.001
28.910,0.004
28.912,0.006
28.914,0.009
28.916,0.010
28.918,0.010
28.920,0.009
28.922,0.009
28.924,0.011
28.926,0.013
28.928,0.016
28.930,0.020
28.932,0.024
28.934,0.026
28.936,0.028
28.938,0.029
28.940,0.029
28.942,0.029
28.944,0.030
28.946,0.031
28.948,0.034
28.950,0.036
28.952,0.039
28.954,0.040
28.956,0.042
28.958,0.044
28.960,0.046
28.962,0.050
28.964,0.055
28.966,0.060
28.968,0.065
28.970,0.070
28.972,0.075
28.974,0.081
28.976,0.086
28.978,0.092
28.980,0.098
28.982,0.103
28.984,0.108
28.986,0.113
28.988,0.118
28.990,0.124
28.992,0.131
28.994,0.139
28.996,0.147
28.998,0.155
29.000,0.162
29.002,0.169
29.004,0.176
29.006,0.183
29.008,0.189
29.010,0.195
29.012,0.199
29.014,0.203
29.016,0.205
29.018,0.208
29.020,0.212
29.022,0.218
29.024,0.226
29.026,0.235
29.028,0.243
29.030,0.249
29.032,0.253
29.034,0.256
29.036,0.258
29.038,0.259
29.040,0.260
29.042,0.259
29.044,0.257
29.046,0.252
29.048,0.244
29.050,0.235
29.052,0.225
29.054,0.215
29.056,0.205
29.058,0.194
29.060,0.182
29.062,0.168
29.064,0.153
29.066,0.137
29.068,0.121
29.070,0.106
29.072,0.091
29.074,0.078
29.076,0.065
29.078,0.053
29.080,0.040
29.082,0.028
29.084,0.016
29.086,0.005
29.088,-0.005
29.090,-0.013
29.092,-0.021
29.094,-0.027
29.096,-0.032
29.098,-0.037
29.100,-0.041
29.102,-0.045
29.104,-0.048
29.106,-0.051
29.108,-0.052
29.110,-0.054
29.112,-0.055
29.114,-0.057
29.116,-0.059
29.118,-0.062
29.120,-0.064
29.122,-0.065
29.124,-0.065
29.126,-0.064
29.128,-0.062
29.130,-0.061
29.132,-0.061
29.134,-0.063
29.136,-0.066
29.138,-0.069
29.140,-0.073
29.142,-0.075
29.144,-0.077
29.146,-0.077
29.148,-0.077
29.150,-0.078
29.152,-0.078
29.154,-0.078
29.156,-0.077
29.158,-0.075
29.160,-0.072
29.162,-0.070
29.164,-0.068
29.166,-0.068
29.168,-0.070
29.170,-0.072
29.172,-0.075
29.174,-0.077
29.176,-0.077
29.178,-0.074
29.180,-0.071
29.182,-0.066
29.184,-0.062
29.186,-0.059
29.188,-0.056
29.190,-0.055
29.192,-0.054
29.194,-0.055
29.196,-0.056
29.198,-0.057
29.200,-0.058
29.202,-0.059
29.204,-0.059
29.206,-0.060
29.208,-0.062
29.210,-0.063
29.212,-0.064
29.214,-0.064
29.216,-0.063
29.218,-0.060
29.220,-0.058
29.222,-0.055
29.224,-0.053
29.226,-0.051
29.228,-0.050
29.230,-0.048
29.232,-0.047
29.234,-0.047
29.236,-0.047
29.238,-0.050
29.240,-0.053
29.242,-0.057
29.244,-0.061
29.246,-0.063
29.248,-0.063
29.250,-0.060
29.252,-0.056
29.254,-0.051
29.256,-0.048
29.258,-0.046
29.260,-0.045
29.262,-0.046
29.264,-0.047
29.266,-0.047
29.268,-0.045
29.270,-0.042
29.272,-0.037
29.274,-0.032
29.276,-0.028
29.278,-0.025
29.280,-0.025
29.282,-0.027
29.284,-0.030
29.286,-0.034
29.288,-0.037
29.290,-0.039
29.292,-0.039
29.294,-0.037
29.296,-0.034
29.298,-0.030
29.300,-0.025
29.302,-0.019
29.304,-0.014
29.306,-0.008
29.308,-0.003
29.310,0.001
29.312,0.004
29.314,0.007
29.316,0.011
29.318,0.015
29.320,0.020
29.322,0.026
29.324,0.030
29.326,0.031
29.328,0.029
29.330,0.023
29.332,0.014
29.334,0.004
29.336,-0.006
29.338,-0.015
29.340,-0.023
29.342,-0.031
29.344,-0.040
29.346,-0.049
29.348,-0.058
29.350,-0.066
29.352,-0.071
29.354,-0.075
29.356,-0.077
29.358,-0.080
29.360,-0.084
29.362,-0.090
29.364,-0.096
29.366,-0.101
29.368,-0.104
29.370,-0.103
29.372,-0.099
29.374,-0.093
29.376,-0.086
29.378,-0.081
29.380,-0.079
29.382,-0.079
29.384,-0.083
29.386,-0.087
29.388,-0.090
29.390,-0.091
29.392,-0.089
29.394,-0.086
29.396,-0.082
29.398,-0.080
29.400,-0.081
29.402,-0.084
29.404,-0.089
29.406,-0.097
29.408,-0.106
29.410,-0.116
29.412,-0.126
29.414,-0.134
29.416,-0.138
29.418,-0.134
29.420,-0.122
29.422,-0.097
29.424,-0.059
29.426,-0.005
29.428,0.065
29.430,0.151
29.432,0.251
29.434,0.359
29.436,0.468
29.438,0.569
29.440,0.652
29.442,0.710
29.444,0.733
29.446,0.716
29.448,0.654
29.450,0.547
29.452,0.401
29.454,0.228
29.456,0.046
29.458,-0.124
29.460,-0.265
29.462,-0.366
29.464,-0.424
29.466,-0.443
29.468,-0.436
29.470,-0.411
29.472,-0.380
29.474,-0.349
29.476,-0.322
29.478,-0.299
29.480,-0.282
29.482,-0.269
29.484,-0.258
29.486,-0.245
29.488,-0.229
29.490,-0.207
29.492,-0.180
29.494,-0.150
29.496,-0.121
29.498,-0.096
29.500,-0.079
29.502,-0.071
29.504,-0.070
29.506,-0.073
29.508,-0.078
29.510,-0.081
29.512,-0.081
29.514,-0.077
29.516,-0.070
29.518,-0.062
29.520,-0.054
29.522,-0.049
29.524,-0.046
29.526,-0.044
29.528,-0.044
29.530,-0.043
29.532,-0.042
29.534,-0.040
29.536,-0.037
29.538,-0.035
29.540,-0.034
29.542,-0.034
29.544,-0.034
29.546,-0.034
29.548,-0.034
29.550,-0.032
29.552,-0.029
29.554,-0.025
29.556,-0.021
29.558,-0.017
29.560,-0.014
29.562,-0.012
29.564,-0.013
29.566,-0.015
29.568,-0.018
29.570,-0.021
29.572,-0.022
29.574,-0.021
29.576,-0.019
29.578,-0.015
29.580,-0.010
29.582,-0.006
29.584,-0.002
29.586,0.000
29.588,0.001
29.590,0.000
29.592,-0.002
29.594,-0.004
29.596,-0.006
29.598,-0.007
29.600,-0.006
29.602,-0.004
29.604,-0.000
29.606,0.005
29.608,0.010
29.610,0.015
29.612,0.019
29.614,0.022
29.616,0.023
29.618,0.024
29.620,0.023
29.622,0.023
29.624,0.023
29.626,0.025
29.628,0.027
29.630,0.030
29.632,0.033
29.634,0.039
29.636,0.045
29.638,0.053
29.640,0.061
29.642,0.068
29.644,0.074
29.646,0.078
29.648,0.080
29.650,0.082
29.652,0.084
29.654,0.088
29.656,0.095
29.658,0.104
29.660,0.113
29.662,0.123
29.664,0.132
29.666,0.141
29.668,0.148
29.670,0.155
29.672,0.162
29.674,0.169
29.676,0.175
29.678,0.181
29.680,0.187
29.682,0.192
29.684,0.197
29.686,0.202
29.688,0.208
29.690,0.214
29.692,0.221
29.694,0.227
29.696,0.232
29.698,0.236
29.700,0.239
29.702,0.240
29.704,0.241
29.706,0.240
29.708,0.238
29.710,0.234
29.712,0.229
29.714,0.221
29.716,0.212
29.718,0.200
29.720,0.188
29.722,0.176
29.724,0.164
29.726,0.153
29.728,0.143
29.730,0.134
29.732,0.124
29.734,0.114
29.736,0.102
29.738,0.089
29.740,0.073
29.742,0.056
29.744,0.040
29.746,0.026
29.748,0.013
29.750,0.004
29.752,-0.002
29.754,-0.007
29.756,-0.012
29.758,-0.016
29.760,-0.020
29.762,-0.024
29.764,-0.029
29.766,-0.033
29.768,-0.037
29.770,-0.041
29.772,-0.045
29.774,-0.049
29.776,-0.053
29.778,-0.055
29.780,-0.055
29.782,-0.054
29.784,-0.052
29.786,-0.050
29.788,-0.050
29.790,-0.051
29.792,-0.053
29.794,-0.055
29.796,-0.057
29.798,-0.058
29.800,-0.060
29.802,-0.062
29.804,-0.065
29.806,-0.069
29.808,-0.072
29.810,-0.074
29.812,-0.074
29.814,-0.072
29.816,-0.069
29.818,-0.065
29.820,-0.061
29.822,-0.058
29.824,-0.056
29.826,-0.056
29.828,-0.058
29.830,-0.061
29.832,-0.064
29.834,-0.067
29.836,-0.068
29.838,-0.067
29.840,-0.064
29.842,-0.061
29.844,-0.057
29.846,-0.054
29.848,-0.052
29.850,-0.052
29.852,-0.053
29.854,-0.054
29.856,-0.056
29.858,-0.058
29.860,-0.060
29.862,-0.061
29.864,-0.061
29.866,-0.060
29.868,-0.058
29.870,-0.056
29.872,-0.054
29.874,-0.054
29.876,-0.056
29.878,-0.059
29.880,-0.063
29.882,-0.066
29.884,-0.067
29.886,-0.066
29.888,-0.064
29.890,-0.061
29.892,-0.059
29.894,-0.058
29.896,-0.058
29.898,-0.058
29.900,-0.058
29.902,-0.058
29.904,-0.056
29.906,-0.054
29.908,-0.051
29.910,-0.048
29.912,-0.045
29.914,-0.042
29.916,-0.042
29.918,-0.043
29.920,-0.046
29.922,-0.050
29.924,-0.054
29.926,-0.057
29.928,-0.058
29.930,-0.057
29.932,-0.054
29.934,-0.049
29.936,-0.043
29.938,-0.036
29.940,-0.029
29.942,-0.024
29.944,-0.021
29.946,-0.022
29.948,-0.027
29.950,-0.032
29.952,-0.038
29.954,-0.042
29.956,-0.042
29.958,-0.040
29.960,-0.035
29.962,-0.028
29.964,-0.021
29.966,-0.012
29.968,-0.005
29.970,0.002
29.972,0.007
29.974,0.010
29.976,0.011
29.978,0.013
29.980,0.016
29.982,0.021
29.984,0.027
29.986,0.034
29.988,0.038
29.990,0.040
29.992,0.039
29.994,0.036
29.996,0.030
29.998,0.022
30.000,0.013
30.002,0.003
30.004,-0.007
30.006,-0.016
30.008,-0.025
30.010,-0.031
30.012,-0.037
30.014,-0.043
30.016,-0.049
30.018,-0.056
30.020,-0.064
30.022,-0.071
30.024,-0.077
30.026,-0.082
30.028,-0.086
30.030,-0.089
30.032,-0.092
30.034,-0.093
30.036,-0.093
30.038,-0.091
30.040,-0.088
30.042,-0.084
30.044,-0.081
30.046,-0.079
30.048,-0.080
30.050,-0.084
30.052,-0.089
30.054,-0.094
30.056,-0.098
30.058,-0.101
30.060,-0.101
30.062,-0.099
30.064,-0.094
30.066,-0.088
30.068,-0.082
30.070,-0.077
30.072,-0.075
30.074,-0.079
30.076,-0.088
30.078,-0.100
30.080,-0.114
30.082,-0.126
30.084,-0.133
30.086,-0.133
30.088,-0.124
30.090,-0.105
30.092,-0.075
30.094,-0.030
30.096,0.032
30.098,0.112
30.100,0.208
30.102,0.318
30.104,0.431
30.106,0.539
30.108,0.631
30.110,0.700
30.112,0.739
30.114,0.743
30.116,0.707
30.118,0.629
30.120,0.508
30.122,0.352
30.124,0.173
30.126,-0.009
30.128,-0.176
30.130,-0.309
30.132,-0.399
30.134,-0.446
30.136,-0.457
30.138,-0.443
30.140,-0.414
30.142,-0.379
30.144,-0.345
30.146,-0.315
30.148,-0.290
30.150,-0.270
30.152,-0.253
30.154,-0.240
30.156,-0.225
30.158,-0.208
30.160,-0.185
30.162,-0.158
30.164,-0.128
30.166,-0.099
30.168,-0.075
30.170,-0.058
30.172,-0.049
30.174,-0.047
30.176,-0.050
30.178,-0.056
30.180,-0.061
30.182,-0.063
30.184,-0.061
30.186,-0.056
30.188,-0.049
30.190,-0.042
30.192,-0.038
30.194,-0.038
30.196,-0.041
30.198,-0.045
30.200,-0.048
30.202,-0.049
30.204,-0.047
30.206,-0.043
30.208,-0.036
30.210,-0.029
30.212,-0.023
30.214,-0.018
30.216,-0.014
30.218,-0.013
30.220,-0.014
30.222,-0.016
30.224,-0.018
30.226,-0.020
30.228,-0.022
30.230,-0.022
30.232,-0.020
30.234,-0.018
30.236,-0.015
30.238,-0.010
30.240,-0.005
30.242,0.000
30.244,0.005
30.246,0.008
30.248,0.009
30.250,0.009
30.252,0.007
30.254,0.004
30.256,0.002
30.258,0.002
30.260,0.003
30.262,0.006
30.264,0.011
30.266,0.016
30.268,0.020
30.270,0.022
30.272,0.023
30.274,0.023
30.276,0.023
30.278,0.022
30.280,0.023
30.282,0.024
30.284,0.027
30.286,0.031
30.288,0.036
30.290,0.041
30.292,0.046
30.294,0.051
30.296,0.055
30.298,0.058
30.300,0.061
30.302,0.065
30.304,0.068
30.306,0.072
30.308,0.075
30.310,0.079
30.312,0.082
30.314,0.086
30.316,0.091
30.318,0.096
30.320,0.102
30.322,0.109
30.324,0.115
30.326,0.121
30.328,0.126
30.330,0.131
30.332,0.137
30.334,0.144
30.336,0.152
30.338,0.161
30.340,0.172
30.342,0.182
30.344,0.192
30.346,0.200
30.348,0.206
30.350,0.211
30.352,0.216
30.354,0.220
30.356,0.224
30.358,0.229
30.360,0.234
30.362,0.239
30.364,0.244
30.366,0.247
30.368,0.251
30.370,0.254
30.372,0.258
30.374,0.261
30.376,0.262
30.378,0.259
30.380,0.253
30.382,0.242
30.384,0.230
30.386,0.216
30.388,0.204
30.390,0.193
30.392,0.182
30.394,0.172
30.396,0.159
30.398,0.145
30.400,0.131
30.402,0.116
30.404,0.102
30.406,0.088
30.408,0.075
30.410,0.062
30.412,0.050
30.414,0.037
30.416,0.026
30.418,0.017
30.420,0.009
30.422,0.002
30.424,-0.004
30.426,-0.010
30.428,-0.015
30.430,-0.020
30.432,-0.024
30.434,-0.028
30.436,-0.030
30.438,-0.032
30.440,-0.033
30.442,-0.034
30.444,-0.034
30.446,-0.035
30.448,-0.036
30.450,-0.038
30.452,-0.042
30.454,-0.046
30.456,-0.051
30.458,-0.056
30.460,-0.059
30.462,-0.060
30.464,-0.059
30.466,-0.057
30.468,-0.054
30.470,-0.050
30.472,-0.048
30.474,-0.048
30.476,-0.050
30.478,-0.052
30.480,-0.056
30.482,-0.059
30.484,-0.062
30.486,-0.064
30.488,-0.066
30.490,-0.067
30.492,-0.067
30.494,-0.066
30.496,-0.065
30.498,-0.062
30.500,-0.059
30.502,-0.056
30.504,-0.054
30.506,-0.053
30.508,-0.052
30.510,-0.052
30.512,-0.052
30.514,-0.051
30.516,-0.050
30.518,-0.048
30.520,-0.046
30.522,-0.046
30.524,-0.046
30.526,-0.049
30.528,-0.052
30.530,-0.055
30.532,-0.057
30.534,-0.057
30.536,-0.057
30.538,-0.056
30.540,-0.055
30.542,-0.055
30.544,-0.056
30.546,-0.057
30.548,-0.058
30.550,-0.059
30.552,-0.060
30.554,-0.061
30.556,-0.062
30.558,-0.062
30.560,-0.061
30.562,-0.059
30.564,-0.056
30.566,-0.053
30.568,-0.049
30.570,-0.047
30.572,-0.045
30.574,-0.044
30.576,-0.043
30.578,-0.044
30.580,-0.045
30.582,-0.047
30.584,-0.049
30.586,-0.051
30.588,-0.052
30.590,-0.053
30.592,-0.053
30.594,-0.053
30.596,-0.054
30.598,-0.054
30.600,-0.055
30.602,-0.055
30.604,-0.055
30.606,-0.055
30.608,-0.054
30.610,-0.053
30.612,-0.052
30.614,-0.051
30.616,-0.052
30.618,-0.053
30.620,-0.054
30.622,-0.054
30.624,-0.054
30.626,-0.053
30.628,-0.051
30.630,-0.049
30.632,-0.047
30.634,-0.045
30.636,-0.044
30.638,-0.042
30.640,-0.040
30.642,-0.038
30.644,-0.036
30.646,-0.034
30.648,-0.033
30.650,-0.031
30.652,-0.028
30.654,-0.025
30.656,-0.021
30.658,-0.016
30.660,-0.010
30.662,-0.004
30.664,0.002
30.666,0.007
30.668,0.012
30.670,0.015
30.672,0.018
30.674,0.020
30.676,0.022
30.678,0.023
30.680,0.023
30.682,0.022
30.684,0.020
30.686,0.016
30.688,0.011
30.690,0.005
30.692,-0.003
30.694,-0.012
30.696,-0.023
30.698,-0.035
30.700,-0.048
30.702,-0.061
30.704,-0.072
30.706,-0.081
30.708,-0.085
30.710,-0.086
30.712,-0.084
30.714,-0.080
30.716,-0.078
30.718,-0.076
30.720,-0.077
30.722,-0.080
30.724,-0.085
30.726,-0.089
30.728,-0.093
30.730,-0.094
30.732,-0.092
30.734,-0.089
30.736,-0.084
30.738,-0.080
30.740,-0.079
30.742,-0.083
30.744,-0.089
30.746,-0.098
30.748,-0.105
30.750,-0.109
30.752,-0.109
30.754,-0.104
30.756,-0.097
30.758,-0.089
30.760,-0.084
30.762,-0.082
30.764,-0.085
30.766,-0.091
30.768,-0.100
30.770,-0.110
30.772,-0.120
30.774,-0.127
30.776,-0.129
30.778,-0.123
30.780,-0.107
30.782,-0.078
30.784,-0.034
30.786,0.028
30.788,0.107
30.790,0.204
30.792,0.313
30.794,0.428
30.796,0.538
30.798,0.634
30.800,0.706
30.802,0.745
30.804,0.744
30.806,0.699
30.808,0.606
30.810,0.471
30.812,0.302
30.814,0.116
30.816,-0.067
30.818,-0.227
30.820,-0.350
30.822,-0.428
30.824,-0.463
30.826,-0.464
30.828,-0.443
30.830,-0.411
30.832,-0.378
30.834,-0.347
30.836,-0.322
30.838,-0.302
30.840,-0.286
30.842,-0.272
30.844,-0.258
30.846,-0.241
30.848,-0.219
30.850,-0.193
30.852,-0.164
30.854,-0.136
30.856,-0.111
30.858,-0.092
30.860,-0.079
30.862,-0.073
30.864,-0.071
30.866,-0.071
30.868,-0.071
30.870,-0.070
30.872,-0.066
30.874,-0.061
30.876,-0.054
30.878,-0.048
30.880,-0.043
30.882,-0.040
30.884,-0.040
30.886,-0.041
30.888,-0.042
30.890,-0.040
30.892,-0.037
30.894,-0.033
30.896,-0.028
30.898,-0.024
30.900,-0.022
30.902,-0.021
30.904,-0.022
30.906,-0.022
30.908,-0.022
30.910,-0.021
30.912,-0.018
30.914,-0.014
30.916,-0.009
30.918,-0.005
30.920,-0.003
30.922,-0.003
30.924,-0.006
30.926,-0.011
30.928,-0.016
30.930,-0.019
30.932,-0.019
30.934,-0.017
30.936,-0.014
30.938,-0.009
30.940,-0.005
30.942,-0.001
30.944,0.002
30.946,0.005
30.948,0.008
30.950,0.010
30.952,0.012
30.954,0.012
30.956,0.011
30.958,0.010
30.960,0.008
30.962,0.008
30.964,0.008
30.966,0.009
30.968,0.011
30.970,0.014
30.972,0.018
30.974,0.022
30.976,0.027
30.978,0.032
30.980,0.038
30.982,0.044
30.984,0.050
30.986,0.054
30.988,0.057
30.990,0.059
30.992,0.060
30.994,0.060
30.996,0.060
30.998,0.061
31.000,0.063
31.002,0.067
31.004,0.072
31.006,0.079
31.008,0.088
31.010,0.098
31.012,0.107
31.014,0.117
31.016,0.125
31.018,0.132
31.020,0.138
31.022,0.142
31.024,0.145
31.026,0.147
31.028,0.150
31.030,0.154
31.032,0.160
31.034,0.168
31.036,0.178
31.038,0.188
31.040,0.199
31.042,0.208
31.044,0.217
31.046,0.224
31.048,0.229
31.050,0.233
31.052,0.235
31.054,0.235
31.056,0.236
31.058,0.237
31.060,0.240
31.062,0.243
31.064,0.246
31.066,0.247
31.068,0.244
31.070,0.238
31.072,0.230
31.074,0.219
31.076,0.209
31.078,0.198
31.080,0.188
31.082,0.177
31.084,0.166
31.086,0.155
31.088,0.143
31.090,0.132
31.092,0.120
31.094,0.107
31.096,0.094
31.098,0.079
31.100,0.063
31.102,0.047
31.104,0.032
31.106,0.019
31.108,0.007
31.110,-0.002
31.112,-0.008
31.114,-0.013
31.116,-0.017
31.118,-0.021
31.120,-0.024
31.122,-0.029
31.124,-0.034
31.126,-0.038
31.128,-0.042
31.130,-0.045
31.132,-0.046
31.134,-0.048
31.136,-0.050
31.138,-0.054
31.140,-0.059
31.142,-0.064
31.144,-0.069
31.146,-0.072
31.148,-0.074
31.150,-0.074
31.152,-0.073
31.154,-0.072
31.156,-0.071
31.158,-0.069
31.160,-0.068
31.162,-0.067
31.164,-0.066
31.166,-0.066
31.168,-0.068
31.170,-0.070
31.172,-0.072
31.174,-0.073
31.176,-0.075
31.178,-0.075
31.180,-0.076
31.182,-0.076
31.184,-0.075
31.186,-0.074
31.188,-0.072
31.190,-0.070
31.192,-0.068
31.194,-0.066
31.196,-0.064
31.198,-0.063
31.200,-0.062
31.202,-0.061
31.204,-0.061
31.206,-0.061
31.208,-0.062
31.210,-0.064
31.212,-0.066
31.214,-0.067
31.216,-0.067
31.218,-0.066
31.220,-0.063
31.222,-0.060
31.224,-0.058
31.226,-0.056
31.228,-0.056
31.230,-0.056
31.232,-0.057
31.234,-0.059
31.236,-0.061
31.238,-0.063
31.240,-0.065
31.242,-0.065
31.244,-0.065
31.246,-0.062
31.248,-0.058
31.250,-0.054
31.252,-0.050
31.254,-0.048
31.256,-0.047
31.258,-0.047
31.260,-0.048
31.262,-0.049
31.264,-0.050
31.266,-0.049
31.268,-0.049
31.270,-0.049
31.272,-0.048
31.274,-0.047
31.276,-0.047
31.278,-0.046
31.280,-0.046
31.282,-0.047
31.284,-0.048
31.286,-0.049
31.288,-0.050
31.290,-0.049
31.292,-0.047
31.294,-0.042
31.296,-0.037
31.298,-0.033
31.300,-0.029
31.302,-0.027
31.304,-0.027
31.306,-0.029
31.308,-0.031
31.310,-0.034
31.312,-0.037
31.314,-0.039
31.316,-0.038
31.318,-0.036
31.320,-0.032
31.322,-0.026
31.324,-0.020
31.326,-0.014
31.328,-0.009
31.330,-0.005
31.332,-0.001
31.334,0.003
31.336,0.006
31.338,0.010
31.340,0.014
31.342,0.019
31.344,0.022
31.346,0.024
31.348,0.023
31.350,0.019
31.352,0.013
31.354,0.005
31.356,-0.004
31.358,-0.012
31.360,-0.020
31.362,-0.027
31.364,-0.035
31.366,-0.043
31.368,-0.051
31.370,-0.059
31.372,-0.065
31.374,-0.070
31.376,-0.073
31.378,-0.074
31.380,-0.075
31.382,-0.076
31.384,-0.077
31.386,-0.079
31.388,-0.082
31.390,-0.084
31.392,-0.085
31.394,-0.086
31.396,-0.087
31.398,-0.086
31.400,-0.086
31.402,-0.085
31.404,-0.085
31.406,-0.086
31.408,-0.088
31.410,-0.091
31.412,-0.093
31.414,-0.093
31.416,-0.090
31.418,-0.084
31.420,-0.075
31.422,-0.068
31.424,-0.062
31.426,-0.061
31.428,-0.063
31.430,-0.070
31.432,-0.079
31.434,-0.088
31.436,-0.098
31.438,-0.105
31.440,-0.111
